set,concept,best_cluster,best_endoh_label,best_similarity
non_rag,thermal radiation imbalance,Home_as_microenvironment,Radiation_from_electronics,0.4899088442325592
non_rag,heat storage capacity,Home_as_microenvironment,Thermal_comfort_in_home,0.4183008372783661
non_rag,nighttime heat retention,Home_as_microenvironment,Thermal_comfort_in_home,0.4651249051094055
non_rag,wet-bulb temperature stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.42064303159713745
non_rag,mean radiant temperature,Extreme_weather_Events,Global_heat_Wave,0.4656851887702942
non_rag,convective heat exchange,Extreme_weather_Events,Global_heat_Wave,0.45387184619903564
non_rag,evaporative cooling limitation,Home_as_microenvironment,Thermal_comfort_in_home,0.3164752423763275
non_rag,soil moisture deficit,Trans_boundary_pollution,Soil_pollution,0.5175188183784485
non_rag,canopy shading effect,At_the_mesoenvironmental_level,Accessibility_to_green_space,0.3657096028327942
non_rag,thermal boundary layer dynamics,Extreme_weather_Events,Global_heat_Wave,0.4977070391178131
non_rag,atmospheric humidity burden,Home_as_microenvironment,air_quality,0.5125904679298401
non_rag,heat flux divergence,Extreme_weather_Events,Global_heat_Wave,0.3933739960193634
non_rag,ground temperature gradient,Extreme_weather_Events,Climatic_changes,0.3475591838359833
non_rag,thermal inertia of materials,Home_as_microenvironment,Thermal_comfort_in_home,0.4179929196834564
non_rag,solar exposure intensity,At_the_Individual_level,Exposure_to_pollutants_home,0.3208790421485901
non_rag,radiant heat reflection,Extreme_weather_Events,Global_heat_Wave,0.4803771376609802
non_rag,air stagnation events,At_the_global_level,Extreme_weather_Events,0.5022886395454407
non_rag,dew point elevation,At_the_global_level,Rising_sea_level,0.34113848209381104
non_rag,heatwave persistence,Extreme_weather_Events,Global_heat_Wave,0.558161735534668
non_rag,cold-air pooling,Home_as_microenvironment,air_quality,0.3705277144908905
non_rag,thermal stratification,Home_as_microenvironment,Thermal_comfort_in_home,0.4027976393699646
non_rag,apparent temperature index,Extreme_weather_Events,Global_heat_Wave,0.3591783046722412
non_rag,heat conduction through surfaces,Extreme_weather_Events,Global_heat_Wave,0.4120073914527893
non_rag,radiant asymmetry,Home_as_microenvironment,Thermal_comfort_in_home,0.23452818393707275
non_rag,temperature inversion layer,Extreme_weather_Events,Global_heat_Wave,0.3561664819717407
non_rag,thermal acclimatization capacity,Home_as_microenvironment,Thermal_comfort_in_home,0.4261346757411957
non_rag,vapor pressure excess,Exposure_to_pollutants_home,Poor_ventilation_effects,0.3149542808532715
non_rag,heat load accumulation,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.4529150128364563
non_rag,radiant temperature heterogeneity,Extreme_weather_Events,Global_heat_Wave,0.4509428143501282
non_rag,microthermal hotspots,ENDOH_root_children,At_the_microenvironmental_level,0.32730191946029663
non_rag,thermal emissivity variation,Home_as_microenvironment,Thermal_comfort_in_home,0.4315333366394043
non_rag,ambient heat index,Home_as_microenvironment,Thermal_comfort_in_home,0.527733325958252
non_rag,ground surface temperature anomaly,Extreme_weather_Events,Climatic_changes,0.3593668043613434
non_rag,heat stress index,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.627587080001831
non_rag,thermal comfort zone deviation,Home_as_microenvironment,Thermal_comfort_in_home,0.7077038288116455
non_rag,skin temperature rise,Extreme_weather_Events,Climatic_changes,0.43819260597229004
non_rag,environmental heat gain,Home_as_microenvironment,Thermal_comfort_in_home,0.4859868884086609
non_rag,radiant heat absorption,Extreme_weather_Events,Global_heat_Wave,0.4564853310585022
non_rag,thermal radiation exchange,Home_as_microenvironment,Radiation_from_electronics,0.5741117000579834
non_rag,heat budget imbalance,Home_as_microenvironment,Thermal_comfort_in_home,0.40984445810317993
non_rag,diurnal temperature range,Extreme_weather_Events,Climatic_changes,0.46943652629852295
non_rag,thermal plume dispersion,Extreme_weather_Events,Global_heat_Wave,0.34406447410583496
non_rag,heat dissipation limitation,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.4122059941291809
non_rag,thermal exposure gradient,Home_as_microenvironment,Thermal_comfort_in_home,0.4535136818885803
non_rag,ambient humidity amplification,Home_as_microenvironment,Indoor_air_purification,0.4209378957748413
non_rag,environmental heat burden,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5541288256645203
non_rag,cold surface exposure,At_the_Individual_level,Exposure_to_pollutants_workplace,0.4219497740268707
non_rag,latent heat flux constraint.,Extreme_weather_Events,Global_heat_Wave,0.3823755979537964
