set,concept,best_cluster,best_endoh_label,best_similarity
rag,flood risk communication,Local_community_infrastructre,Flood_control_mechanisms,0.5812351107597351
rag,private flood mitigation regulation,Local_community_infrastructre,Flood_control_mechanisms,0.6207717657089233
rag,disaster governance framework,Community_resilience,Disaster_prepardness_in_urban_area,0.5060657858848572
rag,environmental risk communication strategy,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.42476987838745117
rag,coastal flood risk policy,Local_community_infrastructre,Flood_control_mechanisms,0.5606096982955933
rag,flood preparedness policy,Local_community_infrastructre,Flood_control_mechanisms,0.6506618857383728
rag,institutional flood management framework,Local_community_infrastructre,Flood_control_mechanisms,0.709518551826477
rag,environmental risk regulation,policy_governance_effect,regulations_on_air_Quality,0.5816775560379028
rag,hazard communication strategy,At_the_macroenvironmental_level,Physical_safety_measures_in_workplace,0.3424498438835144
rag,flood response governance,Local_community_infrastructre,Flood_control_mechanisms,0.6715079545974731
rag,environmental health risk policy,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.6085799932479858
rag,emergency management planning,Community_resilience,Disaster_prepardness_in_urban_area,0.5205302238464355
rag,environmental monitoring and mapping systems,At_the_mesoenvironmental_level,Built_in_environment,0.3433801829814911
rag,data governance,At_the_macroenvironmental_level,policy_governance_effect,0.4848661422729492
rag,research data policy,At_the_macroenvironmental_level,policy_governance_effect,0.306692898273468
rag,open access policy,At_the_macroenvironmental_level,Access_to_clean_bathrooms_at_work,0.31784647703170776
rag,licensing regulation,policy_governance_effect,regulations_on_air_Quality,0.4770508110523224
rag,intellectual property governance,At_the_macroenvironmental_level,policy_governance_effect,0.4694207012653351
rag,scientific data sharing framework,Community_resilience,Social_Support_network,0.30218705534935
rag,regulatory compliance,policy_governance_effect,regulations_on_air_Quality,0.5364409685134888
rag,publication governance,At_the_macroenvironmental_level,policy_governance_effect,0.42619186639785767
non_rag,environmental regulation enforcement,policy_governance_effect,regulations_on_air_Quality,0.6304910182952881
non_rag,air quality policy,policy_governance_effect,regulations_on_air_Quality,0.8401898145675659
non_rag,risk communication strategy,At_the_macroenvironmental_level,Physical_safety_measures_in_workplace,0.28411439061164856
non_rag,disaster governance,Community_resilience,Disaster_prepardness_in_urban_area,0.5462841391563416
non_rag,environmental justice framework,Local_community_infrastructre,Public_green_spaces,0.4496651291847229
non_rag,exposure limit standards,policy_governance_effect,regulations_on_air_Quality,0.440543532371521
non_rag,chemical safety governance,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.5881656408309937
non_rag,water quality monitoring policy,policy_governance_effect,regulations_on_water_quality,0.817463219165802
non_rag,climate adaptation planning,Extreme_weather_Events,Climatic_changes,0.5697029829025269
non_rag,pollution control legislation,policy_governance_effect,regulations_on_air_Quality,0.6484471559524536
non_rag,toxic substance management,At_the_Individual_level,Exposure_to_toxins_workplace,0.5368798971176147
non_rag,environmental health surveillance,Local_community_infrastructre,Airborne_disease_transmission_in_public_spaces,0.509703516960144
non_rag,vector control policy,At_the_macroenvironmental_level,policy_governance_effect,0.3351707458496094
non_rag,waste management regulation,Local_community_infrastructre,Waste_recycling_facilities,0.7300100326538086
non_rag,environmental impact assessment,At_the_mesoenvironmental_level,Level_of_pollution,0.49348270893096924
non_rag,noise pollution standards,Exposure_to_pollutants_workplace,Industrial_noise_pollution,0.7911512851715088
non_rag,soil contamination control,Trans_boundary_pollution,Soil_pollution,0.6963794827461243
non_rag,occupational exposure policy,At_the_Individual_level,Exposure_to_pollutants_workplace,0.7319239377975464
non_rag,ecosystem health governance,At_the_macroenvironmental_level,policy_governance_effect,0.45149368047714233
non_rag,emergency preparedness policy,Community_resilience,Disaster_prepardness_in_urban_area,0.5721057653427124
non_rag,environmental risk assessment,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.5712836980819702
non_rag,transboundary pollution governance,At_the_global_level,Trans_boundary_pollution,0.6539703607559204
non_rag,radiation safety regulation,Home_as_microenvironment,Radiation_from_electronics,0.4600120782852173
non_rag,sustainable land-use policy,Built_in_environment,land_use_planning,0.710333526134491
non_rag,hazard mitigation planning,Community_resilience,Disaster_prepardness_in_urban_area,0.47910717129707336
non_rag,indoor air quality standards,policy_governance_effect,regulations_on_air_Quality,0.7445582151412964
non_rag,drinking water safety policy,policy_governance_effect,regulations_on_water_quality,0.668013870716095
non_rag,environmental monitoring framework,At_the_mesoenvironmental_level,Built_in_environment,0.41562044620513916
non_rag,contamination remediation policy,Local_community_infrastructre,Contaminants_in_public_water_source,0.5632643699645996
non_rag,biodiversity protection regulation,policy_governance_effect,regulations_on_air_Quality,0.43549686670303345
non_rag,environmental data transparency,Local_community_infrastructre,Public_green_spaces,0.45157694816589355
non_rag,cumulative exposure assessment,At_the_Individual_level,Exposure_to_pollutants_home,0.4256436824798584
non_rag,coastal resilience governance,At_the_mesoenvironmental_level,Community_resilience,0.5473965406417847
non_rag,environmental health risk mapping,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.6010744571685791
non_rag,environmental compliance auditing,policy_governance_effect,regulations_on_water_quality,0.46263182163238525
non_rag,environmental health policy integration,policy_governance_effect,regulations_on_water_quality,0.4617558419704437
non_rag,environmental hazard communication,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.5084300637245178
non_rag,environmental permitting process,At_the_mesoenvironmental_level,Built_in_environment,0.4752131402492523
non_rag,environmental accountability mechanisms,policy_governance_effect,regulations_on_water_quality,0.48062360286712646
non_rag,environmental quality standards,policy_governance_effect,regulations_on_water_quality,0.680128812789917
